errorCorrect,subject,trialNum
-53.1426036404367,1,109
-42.089436772527,1,110
-60.6623739729951,1,111
-24.0991318919481,1,112
-43.6210997952735,1,113
-58.0392928061793,1,114
-59.7976429778667,1,115
-35.606254191352,1,116
-47.343652890493,1,117
-42.6078776515005,1,118
-50.3086071528271,1,119
-26.8259428521538,1,120
-22.8896962531719,1,121
-36.1567234045821,1,122
-39.6370505846986,1,123
-56.8580873218872,1,124
-26.5856866863206,1,125
-38.4021232506916,1,126
-36.9261168796107,1,127
-18.4495386804374,1,128
-41.6943465345293,1,129
-47.1172627819642,1,130
5.81078767893084,1,131
-4.09239617419069,1,132
0.623153054631993,1,133
14.1703199757059,1,134
-1.62917824895898,1,135
5.26699734917178,1,136
32.2795924621152,1,137
-3.59482363839812,1,138
4.15152280456203,1,139
6.83141649351786,1,140
9.70520550085743,1,141
-2.77535949016232,1,142
-19.4985935053767,1,143
-15.2797184371296,1,144
-2.80771221132244,1,145
5.40661983651565,1,146
-5.41702063765311,1,147
0.956440101237628,1,148
14.8572624289606,1,149
-0.335516747031886,1,150
5.61869634154815,2,1
-5.35769691920518,2,2
6.64122307218175,2,3
-6.51074061084653,2,4
-10.8708169829038,2,5
3.33791534973098,2,6
-11.0629532906963,2,7
4.50156400579647,2,8
4.05274372226228,2,9
-9.66659121949861,2,10
-2.05280207016612,2,11
4.60203859228792,2,12
-4.56187479956336,2,13
5.52363703286042,2,14
-8.48179918823789,2,15
5.99953981833607,2,16
12.5254031483425,2,17
-5.18143918008136,2,18
12.4495018665889,2,19
-6.58577227332799,2,20
4.8010008879025,2,21
-10.5927426664489,2,22
-9.13600402018779,2,23
14.6552590653199,2,24
-6.25830393602403,2,25
11.2169764173271,2,26
12.5846155183829,2,27
-10.81275349466,2,28
-10.3988682288757,2,29
7.28983100952297,2,30
11.8275856600506,2,31
-5.69423175057605,2,32
-10.6898405430887,2,33
5.28697273607065,2,34
41.3371897285696,2,35
-9.29848508512489,2,36
-9.44632692184729,2,37
0.978440078916113,2,38
4.87985584345309,2,39
-7.98699994542225,2,40
-3.22408119593602,2,41
3.21305791647201,2,42
10.9786992401694,2,43
-10.6281225713601,2,44
-0.543048501900512,2,45
-11.9930053245222,2,46
-14.4705183363553,2,47
2.23872842669234,2,48
4.96534357807224,2,49
-7.51973936841984,2,50
-7.80749653943257,2,51
5.94942181879596,2,52
-3.39097751128599,2,53
-5.33570697204762,2,54
-62.1452836156632,2,55
-18.4646443875396,2,56
-28.0671176009722,2,57
-5.2240684193172,2,58
-0.469659587593472,2,59
-16.8315293900517,2,60
-22.5053898302952,2,61
-17.8549818508358,2,62
-32.0729859192931,2,63
-8.33812458113204,2,64
-41.7499837743827,2,65
-21.9001518118538,2,66
-12.6218618316639,2,67
-33.2352668318042,2,68
-14.2118816193766,2,69
1.73705946868621,2,70
-12.1870768279677,2,71
6.50491636511101,2,72
3.68838675243551,2,73
-13.5097766271286,2,74
-13.3121786127947,2,75
0.0681852972040078,2,76
-10.0166205424096,2,77
-15.0523548635869,2,78
-15.4795107898898,2,79
-4.73847607867446,2,80
-15.332800005057,2,81
2.28458044457569,2,82
-13.8029393077053,2,83
6.11903899983471,2,84
-13.1522277567715,2,85
13.3833481263518,2,86
19.3729600902144,2,87
-11.8890005579781,2,88
-10.1097506345251,2,89
12.5759524328696,2,90
-10.9390186084863,2,91
2.66066490603006,2,92
7.87272176677458,2,93
-9.99059485823242,2,94
11.5947006279005,2,95
-11.3967908733318,2,96
-9.83461215759749,2,97
3.24690027951828,2,98
-64.9243093104772,2,99
-33.3229199665822,2,100
-36.7618270419312,2,101
-61.618520668236,2,102
-56.2960882014913,2,103
-40.5603312682734,2,104
-35.4728020514606,2,105
-37.3127061132701,2,106
-33.4810930933556,2,107
-43.4499338156349,2,108
1.9183105057058,2,109
-69.4508430428732,2,110
-58.9970380236328,2,111
-51.8007763504569,2,112
-42.0286086058898,2,113
-55.9740710539558,2,114
-37.7150037410056,2,115
-22.8620380166229,2,116
-18.9951705202455,2,117
-35.7390804907685,2,118
-42.8004571737234,2,119
-13.34524316705,2,120
-14.5063654373272,2,121
-25.7683501282264,2,122
-20.8063346812334,2,123
-43.080375958554,2,124
-40.6356066201447,2,125
-17.2601182501988,2,126
-38.327362866271,2,127
-20.2950796547698,2,128
-38.7309488518529,2,129
-33.0125308298159,2,130
-3.48123204143473,2,131
-22.8930036229734,2,132
-31.5960469057425,2,133
-20.3275998556676,2,134
-23.0652803356452,2,135
-28.9987400423387,2,136
-6.52747959801607,2,137
-23.8403028924757,2,138
-20.2601667328939,2,139
-8.70375511583471,2,140
-4.11152829886109,2,141
-30.9425800238108,2,142
-5.08210783076431,2,143
-21.3024116711722,2,144
-15.2906209052897,2,145
-18.8908000219795,2,146
-18.4613418090154,2,147
-9.69476105327352,2,148
-2.19793117717768,2,149
-15.6647017758396,2,150
10.5462222361174,3,1
-0.268093848754696,3,2
0.590330189780497,3,3
14.0363629578763,3,4
0.421556136194497,3,5
5.14140496676737,3,6
-0.143678250141678,3,7
3.84279006620923,3,8
0.828277942396497,3,9
-13.2699565131881,3,10
4.58049550739549,3,11
-0.140144196295239,3,12
0.571232126917361,3,13
0.802394244747409,3,14
2.67270672066041,3,15
3.08526326863066,3,16
0.0697725972896652,3,17
0.974340192311334,3,18
-4.50963204435324,3,19
1.07399608390696,3,20
-4.46987332877027,3,21
1.24508306427795,3,22
-1.36834752214427,3,23
-0.773086465510991,3,24
0.819979664469362,3,25
-8.97608619361913,3,26
-0.117063695089779,3,27
-1.78471032223729,3,28
-4.17713726253169,3,29
3.38814373002809,3,30
-8.32132632955401,3,31
1.43337559685206,3,32
-2.52085149398819,3,33
4.31358497379318,3,34
4.01388038329891,3,35
1.3458447371948,3,36
3.08166316392704,3,37
-2.9548705355729,3,38
1.23295718741703,3,39
-2.65132625140629,3,40
-1.6980533555441,3,41
-0.623163550251421,3,42
-1.63611974588082,3,43
-3.10546241364856,3,44
-4.71167022785878,3,45
-0.717525662475146,3,46
-0.821238388226138,3,47
2.14969521077519,3,48
-2.50193535219187,3,49
-3.61303384689023,3,50
0.72713340277691,3,51
-80.2102097116623,3,52
17.9898657648477,3,53
-3.02773369341505,3,54
-28.1334611026772,3,55
-40.5604522825592,3,56
-13.6033315531258,3,57
-18.8669594498405,3,58
-1.55365948121623,3,59
-25.6289346990576,3,60
-33.7455798300241,3,61
-22.8520860555432,3,62
-40.380717439469,3,63
-35.7939603072379,3,64
-36.1322494853893,3,65
-25.3101130237808,3,66
-32.6795423499388,3,67
-36.6101647521651,3,68
-22.0185132234336,3,69
-39.8391561896069,3,70
-28.2870257252972,3,71
-27.6460780547245,3,72
-36.884759640296,3,73
-20.3670807922438,3,74
-31.6366234718222,3,75
-41.15497564381,3,76
-29.0329818563647,3,77
-39.854465478794,3,78
-34.4785288364015,3,79
-22.8146460293847,3,80
-34.3901975203927,3,81
-26.1964560695903,3,82
-26.7087180329756,3,83
-35.6173172528442,3,84
-25.3824817195344,3,85
-36.5363425169339,3,86
-25.3029941786265,3,87
-30.6436017993969,3,88
-34.2402472582729,3,89
-38.7746732536087,3,90
-35.6973522948383,3,91
-21.1624343625212,3,92
-32.7758801610469,3,93
-26.6022459449654,3,94
-37.176586657152,3,95
-30.7640102660757,3,96
-30.8292727039121,3,97
-25.1620743013413,3,98
-27.3623431103869,3,99
-25.0954359317603,3,100
-27.5841423941018,3,101
-31.2857089171539,3,102
-34.9296180012769,3,103
-26.4295262633764,3,104
-24.3482707700211,3,105
-36.0324362158658,3,106
-32.8248611240131,3,107
-28.425073913305,3,108
-29.1897814737801,3,109
-39.2269733876391,3,110
-36.3481787458278,3,111
-35.7473988617731,3,112
-35.1774710449831,3,113
-36.4606139382338,3,114
-28.8412919351564,3,115
-28.4451717537521,3,116
-34.7329889132413,3,117
-33.3803077869935,3,118
-29.7049137535185,3,119
-32.3865308650669,3,120
-30.9977314796751,3,121
-28.9079509743819,3,122
-30.8574572356151,3,123
-29.8685941285633,3,124
-29.7185378133532,3,125
-36.8755765865946,3,126
-26.6173851580773,3,127
-28.2985691173816,3,128
-34.5095811463319,3,129
-25.659751483968,3,130
10.678001518506,3,131
0.800470972655909,3,132
-3.00446429159115,3,133
9.13808295224409,3,134
6.91644611452928,3,135
-0.791756409485858,3,136
-3.15373352695312,3,137
11.0045101828312,3,138
13.5796266321426,3,139
-2.99630883795448,3,140
-5.64281989758174,3,141
4.15812489171724,3,142
6.20053046951654,3,143
-3.01676244965756,3,144
-4.19092800285385,3,145
10.0860035110463,3,146
-4.58129202716924,3,147
4.72582985278272,3,148
-4.27837504209065,3,149
14.239808952792,3,150
-6.63577064918226,4,1
1.56231830289558,4,2
-5.64868740958847,4,3
-4.06256198829107,4,4
-9.86144018275209,4,5
22.2639728255983,4,6
6.91743016805034,4,7
-3.73558244805677,4,8
10.2477091961071,4,9
0.119088520927176,4,10
5.5029014194704,4,11
9.33585278473554,4,12
-8.56895004109175,4,13
5.75451698062649,4,14
-7.68689807656851,4,15
0.616942746686365,4,16
3.85752005951785,4,17
-1.26145804179021,4,18
-6.19618522031871,4,19
9.6437411619566,4,20
-7.66357965741511,4,21
-2.37483574113288,4,22
9.59899362752777,4,23
2.13252055738357,4,24
1.29252206633295,4,25
9.44199905049246,4,26
13.1958092333541,4,27
-3.43263895658502,4,28
-13.9944409836277,4,29
6.87227733280973,4,30
4.63920765166755,4,31
-3.50463340892539,4,32
-5.34428769581189,4,33
-13.797442593255,4,34
-15.5295341367117,4,35
-19.5615703798793,4,36
-4.73506249729586,4,37
-2.23264459591102,4,38
-8.64308087406464,4,39
-5.82488378057787,4,40
-3.02554177878116,4,41
1.70831915058132,4,42
-1.73084992905044,4,43
10.1142354289888,4,44
-3.21775878786345,4,45
21.1742670948529,4,46
5.24503580696108,4,47
3.19402929960198,4,48
3.83910938740238,4,49
6.61334810405384,4,50
6.64480326494797,4,51
-0.86129408657037,4,52
6.6714817923502,4,53
-29.3432905549278,4,54
-2.80254705419148,4,55
-16.5867648874049,4,56
-24.9207450998689,4,57
-39.7551413515513,4,58
-36.3683422440885,4,59
-31.4988121602017,4,60
-10.39738780876,4,61
-17.1924236676052,4,62
-32.0109584051496,4,63
-26.9905798254475,4,64
-19.9228343428206,4,65
-36.0423487559521,4,66
-31.539258797448,4,67
-28.0657721761121,4,68
-30.3568337233746,4,69
-21.1110847726987,4,70
-17.4395527756805,4,71
-34.270123810165,4,72
-19.8127567698543,4,73
-24.0608059642995,4,74
-1.02991631678633,4,75
-17.0791964038666,4,76
-31.3284151265959,4,77
-28.0551744804211,4,78
-28.1836922209338,4,79
-25.1853313153087,4,80
-31.7691026921266,4,81
-47.2624880185009,4,82
-29.1550719718786,4,83
-13.7060871015954,4,84
-11.4635156023404,4,85
-31.4843621644744,4,86
-13.2258047517548,4,87
-31.8718248763092,4,88
-21.8784985187196,4,89
-18.652426248183,4,90
-23.4949366432393,4,91
-25.7628938804687,4,92
-43.9868040908659,4,93
-30.8261584334706,4,94
-23.1600566830906,4,95
-28.6775949238517,4,96
-41.3681303917213,4,97
-32.4137383816748,4,98
-36.0515983995466,4,99
-29.8153125065017,4,100
-35.5330910412879,4,101
-33.8062080051651,4,102
-30.4750956638416,4,103
-35.7437233904081,4,104
-27.8508756360596,4,105
-24.9494197731399,4,106
-25.3220191087391,4,107
-32.7808052614952,4,108
-14.5607065389101,4,109
-29.6198085287624,4,110
-12.3370683210225,4,111
-75.9286184286917,4,112
-42.4852702823822,4,113
6.77159246591492,4,114
-32.1254153455353,4,115
-0.931027748347577,4,116
-36.9380042989533,4,117
-36.3484818515141,4,118
-6.5933897404873,4,119
-37.3353630572807,4,120
-31.550516001449,4,121
0.371296188482866,4,122
-30.4247865302407,4,123
-35.0387357543022,4,124
-22.7406181170147,4,125
-19.5522264646327,4,126
-32.5922560197215,4,127
-26.9210462409679,4,128
-35.7581526707772,4,129
-36.778436966912,4,130
-6.09576251011031,4,131
-32.9253107171477,4,132
-4.55720261399725,4,133
5.82750750763519,4,134
-4.28242473300365,4,135
1.41551957948462,4,136
13.2386622590208,4,137
3.41233084940177,4,138
12.2616543605311,4,139
7.97881621638045,4,140
11.3562650333169,4,141
5.63271164596488,4,142
18.4678780415721,4,143
3.86764257139103,4,144
-3.56550975426232,4,145
6.4591998194269,4,146
4.80921938718454,4,147
8.76581495763788,4,148
-16.9806006729203,4,149
-2.00760932608102,4,150
3.06559966882869,5,1
-1.00490448651892,5,2
-1.1853654760044,5,3
4.52463932374383,5,4
-11.6738094987712,5,5
-2.86774637940137,5,6
3.30057414938417,5,7
-3.53106466900025,5,8
4.05700197351892,5,9
-0.980189971956639,5,10
-5.72770679946918,5,11
3.9941251733284,5,12
0.681180134055036,5,13
-3.36470504898634,5,14
-0.616298919756898,5,15
0.311372833648692,5,16
-1.79369541611076,5,17
5.97831025140861,5,18
0.37953901527084,5,19
-3.31087214902175,5,20
-2.09086976905221,5,21
-0.147431162194807,5,22
0.943303252895972,5,23
-4.07410921422033,5,24
-0.974274212162654,5,25
0.797013984117767,5,26
7.1058953905649,5,27
-0.499800562470751,5,28
-2.13916923655717,5,29
2.1171569678805,5,30
-3.39341438411166,5,31
5.5905823234551,5,32
6.23367276003281,5,33
-2.29475987595956,5,34
-3.09698678555124,5,35
-2.78405868628527,5,36
-3.76733100358622,5,37
4.15122521576095,5,38
1.15359919774985,5,39
2.48889576817006,5,40
6.00168259238765,5,41
-1.50986909281368,5,42
-4.4083187652033,5,43
-0.690051710360896,5,44
4.127627243416,5,45
0.6476190414494,5,46
1.64761277531589,5,47
0.666638798224016,5,48
-2.03806455908057,5,49
-10.2535342653228,5,50
-2.57440199212477,5,51
-22.7468417727006,5,52
-49.8235879388628,5,53
-36.328767039237,5,54
-54.4526290191937,5,55
-42.699183530402,5,56
-43.1460654378104,5,57
-40.1076501839067,5,58
-28.3781930314448,5,59
-29.950404843873,5,60
-45.7427093315897,5,61
-24.4986962017234,5,62
-40.2396745205717,5,63
-24.6135719369627,5,64
-47.0781868594525,5,65
-11.4016690989991,5,66
-28.1293894637297,5,67
-44.5748452591881,5,68
-17.1353260444759,5,69
-31.4199277446885,5,70
-25.0896533509623,5,71
-60.599467746359,5,72
-30.5729166119127,5,73
-29.5798626854922,5,74
-39.1360222424998,5,75
-30.4756553568294,5,76
-23.3767929284057,5,77
-40.8506336977635,5,78
-25.5330904958459,5,79
-33.4301113978759,5,80
-21.3825825034447,5,81
-37.0150518222461,5,82
-33.5644512594986,5,83
-31.6578307820858,5,84
-37.0348735272485,5,85
-26.8983454110094,5,86
-28.3016534380791,5,87
-39.373723016541,5,88
-39.449575824998,5,89
-30.5538893304307,5,90
-33.6432369290648,5,91
-34.6417078553322,5,92
-24.2036552913291,5,93
-37.9778653073053,5,94
-31.4105642871002,5,95
-39.8250103855506,5,96
-35.6433128775955,5,97
-27.4682684720509,5,98
-38.6266599709373,5,99
-22.8805104775206,5,100
-41.0735825139587,5,101
-6.69789846727079,5,102
-31.682643846689,5,103
-50.2453081895154,5,104
-20.0776127621893,5,105
-32.2557907437347,5,106
-34.1263850086809,5,107
-25.8672691345117,5,108
-8.43719765857528,5,109
-34.5772604969858,5,110
-37.6165369187384,5,111
-27.1481691633892,5,112
-38.7734332525207,5,113
-22.2514969082045,5,114
-29.8892196561428,5,115
-50.4751014084274,5,116
-8.47299198960333,5,117
-43.5076537913866,5,118
-28.7010801365545,5,119
-22.8182753788037,5,120
-33.7123067655358,5,121
-28.0270999463335,5,122
-31.4757585917215,5,123
-39.8348962539202,5,124
-32.6961098057668,5,125
-30.0004095696083,5,126
-38.2580008172948,5,127
-16.6484648316655,5,128
-48.0320572888683,5,129
-29.62515754806,5,130
-0.0469396641814801,5,131
-1.79743517097446,5,132
-0.411724438506411,5,133
-2.2735095154221,5,134
0.333585355502252,5,135
-1.58879437133659,5,136
1.42994352992084,5,137
2.28536807029682,5,138
2.31431034471144,5,139
0.673507347674195,5,140
-2.06956573465245,5,141
-8.81014098016711,5,142
0.724341520705453,5,143
-4.95612214741315,5,144
-4.45529463276824,5,145
-4.15141727889758,5,146
-4.36270602354321,5,147
0.939896896526797,5,148
-1.17496304294942,5,149
-1.47525085450641,5,150
-0.446031058636414,6,1
5.69787589403185,6,2
-0.667320364626404,6,3
7.56978030988958,6,4
-3.81241978401787,6,5
0.814327944546817,6,6
5.26977337171715,6,7
-0.261126333368115,6,8
3.74361237289917,6,9
-2.6570461064688,6,10
1.28473044430101,6,11
-2.55446242478963,6,12
-4.4388402525848,6,13
3.47163331912665,6,14
-6.95445901920819,6,15
3.95683947969848,6,16
2.56770638948278,6,17
-10.7948210771312,6,18
6.2292319218986,6,19
-3.44814476577383,6,20
0.377790959387889,6,21
-1.52358977713338,6,22
-2.33132917350061,6,23
-0.314961404511317,6,24
-1.56845028532947,6,25
-7.3237747033721,6,26
0.189646554183044,6,27
2.61697977827006,6,28
4.57541770985686,6,29
-0.687925870221586,6,30
-0.955817111334592,6,31
-2.03669999521691,6,32
1.36329013386812,6,33
-11.6463215911552,6,34
1.19774818659529,6,35
7.61267754433915,6,36
2.25089313449855,6,37
3.69676535416127,6,38
1.57844072848676,6,39
-0.766244166259841,6,40
-1.53244413429027,6,41
1.53705322034428,6,42
-4.79609605815563,6,43
-3.3169956041358,6,44
4.44514666562828,6,45
-0.796896400385884,6,46
-1.10597894540345,6,47
4.55640803832675,6,48
0.134426951472845,6,49
-1.01326650951061,6,50
5.40663026473248,6,51
-0.768436044004716,6,52
-42.2149813927835,6,53
-29.2288566075926,6,54
-14.8821792584727,6,55
-24.9257662899196,6,56
-40.8233703504992,6,57
-18.0044282928166,6,58
-30.6829807746106,6,59
-27.9450014884287,6,60
-31.1034040012738,6,61
-45.488398247126,6,62
-8.38388704045293,6,63
-17.8707939934535,6,64
-23.8490647603331,6,65
-29.5607969484082,6,66
-19.4265225391526,6,67
-4.9253484970177,6,68
-35.6142208117444,6,69
-19.9809635615377,6,70
-22.865049880913,6,71
-24.9261290101358,6,72
-39.3677235560005,6,73
-33.4878711003044,6,74
-17.572381184316,6,75
-10.2158607492216,6,76
-20.612766410777,6,77
-29.6617655748666,6,78
-26.8746031109312,6,79
-25.8502701753873,6,80
-29.046755234934,6,81
-27.063878048895,6,82
-20.4878291903812,6,83
-29.683001062405,6,84
-28.5908695838832,6,85
-29.1426379765105,6,86
-23.2974422790489,6,87
-31.4171736336673,6,88
-29.5458521484031,6,89
-31.3757283583199,6,90
-2.3655735054815,6,91
-48.5614709559591,6,92
-15.9389396599947,6,93
-38.0565467826884,6,94
-19.5530360295442,6,95
-31.6477110537599,6,96
-22.5112416538923,6,97
-18.9106813178576,6,98
-25.2826631033807,6,99
-32.7772456815953,6,100
-24.9714598405944,6,101
-32.7490975495827,6,102
-19.7223387956444,6,103
-25.2122817112794,6,104
-38.6192982307928,6,105
-18.3638797457069,6,106
-32.2528907425411,6,107
-38.8950013389579,6,108
-13.5309344410399,6,109
-37.8189093880736,6,110
-14.207645802025,6,111
-37.6014558741775,6,112
-32.9511579585985,6,113
-37.3888027894719,6,114
-14.7764534095567,6,115
-27.6805683034434,6,116
-36.9702094547712,6,117
-26.3065184439141,6,118
-25.5311660826203,6,119
-29.2856748123174,6,120
-20.8867573750914,6,121
-32.1946571037684,6,122
-30.746546383911,6,123
-27.1556745555241,6,124
-32.3160347565969,6,125
-29.6999481708825,6,126
-33.2980804849342,6,127
-29.9768091216959,6,128
-34.4351974206507,6,129
-30.3236860855432,6,130
-1.75281719273975,6,131
5.77130449472261,6,132
6.32965130526906,6,133
6.3763936303481,6,134
5.52006911397278,6,135
-1.11354105515533,6,136
5.73780658304243,6,137
3.3341170934925,6,138
-2.06899804901501,6,139
3.11895312897221,6,140
3.72370469108477,6,141
3.78583024044657,6,142
0.0908960764969866,6,143
4.67796131271179,6,144
-2.13001816239041,6,145
5.89835495388064,6,146
3.02998177674249,6,147
-1.70937454457712,6,148
-0.864175107444686,6,149
2.27356857478552,6,150
-7.11919862470379,7,1
0.37503121509947,7,2
-6.26753683198209,7,3
7.29954838050593,7,4
0.695577452379869,7,5
-3.16366032254505,7,6
2.40137785621752,7,7
-5.14869932372152,7,8
7.80585965172566,7,9
-4.52908899508248,7,10
-3.64642528936881,7,11
-8.40004747895071,7,12
-5.31411901656562,7,13
-2.43461069109325,7,14
-6.02796581020588,7,15
-5.74251480260751,7,16
-5.00098669172362,7,17
5.95618095518194,7,18
-2.88062585909405,7,19
-6.94474216404735,7,20
5.24023631466509,7,21
-4.27122969493983,7,22
4.1303108289568,7,23
-1.67127938820359,7,24
-0.876978243992025,7,25
2.81726711840178,7,26
7.10378238568618,7,27
-0.7387692380177,7,28
5.67841973509582,7,29
-2.22010390952051,7,30
-5.673327009306,7,31
1.79344983815444,7,32
-0.144433681307462,7,33
12.8993584227512,7,34
3.27150671262958,7,35
-1.96073026464573,7,36
-3.62518140203451,7,37
17.851209814954,7,38
7.96506766592345,7,39
-4.448279262358,7,40
2.08088779151645,7,41
-2.72903943620784,7,42
6.01524258935773,7,43
-2.28226683011554,7,44
2.47313830403861,7,45
-5.51971351308022,7,46
-6.0833198465954,7,47
1.86784919136895,7,48
9.14357139740559,7,49
-4.74713787380701,7,50
-6.79978646167119,7,51
-41.1225245106415,7,52
-67.6910081957646,7,53
-70.9701040204952,7,54
-26.9386625762046,7,55
-67.9674262911452,7,56
-54.1579497624254,7,57
-40.6976278993026,7,58
-10.2140675027829,7,59
-68.8600685353914,7,60
-66.2780682482167,7,61
-38.972136710155,7,62
-57.8902654750605,7,63
-18.3848917971419,7,64
-45.0631104344458,7,65
-12.3506203713279,7,66
-44.8668831001575,7,67
-68.6373200717222,7,68
-34.9489789674082,7,69
-59.0456607490385,7,70
-35.0263851389947,7,71
-5.63296727828048,7,72
-22.9139957171396,7,73
-62.7846639785692,7,74
-54.3009933927182,7,75
-1.26062913389973,7,76
-69.2818255227679,7,77
-24.4004349472862,7,78
-64.4966236857694,7,79
-25.3719570975731,7,80
-22.8990729314887,7,81
-63.0256962896986,7,82
3.62903132651105,7,83
-20.1303261020152,7,84
-48.0403502452668,7,85
-18.3295402582566,7,86
-11.5839194095958,7,87
-39.750898346993,7,88
-9.98796843091309,7,89
-26.2360025138143,7,90
-19.968614335976,7,91
-15.9807557433882,7,92
-39.5838434383858,7,93
-28.3991450880482,7,94
-27.9737732712415,7,95
-17.2269911181119,7,96
-36.0174654124522,7,97
-25.1911123617774,7,98
-20.0029206993973,7,99
-17.5803683129526,7,100
-19.2590986880832,7,101
-33.6675442128911,7,102
-15.1363171115555,7,103
-26.3062978321404,7,104
-19.725453938103,7,105
-21.6540973262596,7,106
-26.4090451923721,7,107
-18.3473407389346,7,108
-30.3553582205357,7,109
-38.8223732159944,7,110
-21.5208171137122,7,111
-38.7726250735248,7,112
-19.7059305324037,7,113
-28.8929772214243,7,114
-37.5934272939614,7,115
-21.0099749797906,7,116
-1.44146140680894,7,117
-27.6137288613452,7,118
-23.1323998228272,7,119
-30.872800407578,7,120
-28.1049305866904,7,121
-33.8453225833141,7,122
-43.1342236344507,7,123
-22.6192804258469,7,124
-37.1339360131449,7,125
-36.5240499614363,7,126
-21.3055226146245,7,127
-34.9337264971036,7,128
-50.0712594849985,7,129
-28.8647770123009,7,130
2.04823241231763,7,131
-0.746509818828912,7,132
3.36115011121253,7,133
-1.0039889291132,7,134
-4.52732826447938,7,135
0.747194479387692,7,136
5.92994417143127,7,137
2.91514468483835,7,138
-0.579488540222546,7,139
2.60668318973954,7,140
-2.44674806750021,7,141
-5.63776701155891,7,142
1.27494431245984,7,143
1.05622939779844,7,144
2.14200260361356,7,145
2.63628862328932,7,146
-0.174541393937252,7,147
-1.69199850173385,7,148
-3.49674079689636,7,149
1.72002110725866,7,150
-2.35529143989474,8,1
12.3207489457718,8,2
11.5097933199046,8,3
4.89857664045694,8,4
0.103078594601437,8,5
3.28558789276865,8,6
1.99353985361987,8,7
3.17668724533885,8,8
6.65308386818816,8,9
-1.55985641247333,8,10
5.46775145843236,8,11
-5.21463184619619,8,12
-5.44223696544747,8,13
-3.62333397344188,8,14
5.76528573697411,8,15
-8.78657135994918,8,16
7.58184792113387,8,17
-9.17972042377682,8,18
0.34451052599308,8,19
-13.1061317149631,8,20
6.93058865206759,8,21
-4.87997974447508,8,22
7.28580949416495,8,23
-3.60618159614602,8,24
5.17449427494254,8,25
-10.1330412980333,8,26
4.49174341974689,8,27
-10.0996333150991,8,28
-9.70450035339343,8,29
-1.40597004581889,8,30
-3.30326995306851,8,31
-4.01771744083865,8,32
11.2312480552165,8,33
-7.64480081264987,8,34
-1.88976709962716,8,35
6.93873610539256,8,36
-11.2093377407483,8,37
8.24866846901606,8,38
-6.83709504861176,8,39
-0.72209299682174,8,40
-4.77288825187656,8,41
5.96875734594135,8,42
-4.74793919901393,8,43
5.37428261065616,8,44
-6.60167242455586,8,45
7.59340484836173,8,46
-4.57974053417237,8,47
3.39108433953464,8,48
9.69409237286854,8,49
